Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,136009994.506836,410359985.351563,1223290039.0625,1538229980.46875,2268530029.29688,2815100097.65625,2895830078.125,4540379882.8125,4645399902.34375,5766540039.0625,6235319824.21875,6745740234.375,6666770019.53125,5152540039.0625,4942970214.84375,4274229980.46875,4069409912.10938,3811739990.23438,3792489990.23438,4136990234.375,4208899902.34375,4690520019.53125,3893270019.53125,..,..
Africa Eastern and Southern,AFE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,7995110001.56403,8510100046.15784,11407200153.3508,16522039883.6136,16249479990.9592,16411430004.1199,18452829945.5643,20486030153.2746,23679979837.4176,25143129997.2534,24977449817.6575,28533789930.3436,26226879871.3684,29207570093.1549,25900260070.8008,25497109967.7086,25069150086.4029,27881609782.219,27525489810.9436,30202910114.2884,..,..,..,..,..
Africa Western and Central,AFW,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,4049070066.45203,4705749979.97284,6247569955.82581,6514859987.25891,8213159975.05188,14364720142.3645,20366009918.2129,12652500106.8115,12531550003.0518,14215949983.5968,15345270011.9019,14186749874.115,15529890200.6149,14105610011.1008,14729140147.686,14652700120.9259,13834239950.1801,15917469878.6736,16573919943.3327,18431019996.6431,..,..,..,..,..
Albania,ALB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,317850006.103516,268529998.779297,307359985.351563,349309997.558594,300940002.441406,315079986.572266,324040008.544922,265720001.220703,344910003.662109,330730010.986328,365070007.324219,379480010.986328,349160003.662109,269980010.986328,281170013.427734,335160003.662109,171039993.286133,168350006.103516,344519989.013672,27069999.6948242,309579986.572266,633419982.910156,315510009.765625,..,..
Algeria,DZA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,199960006.713867,198860000.610352,186119995.117188,239240005.493164,316970001.220703,347380004.882813,240679992.675781,395010009.765625,324829986.572266,292170013.427734,201250000,193350006.103516,147320007.324219,203419998.168945,160619995.117188,71129997.253418,144539993.286133,174649993.896484,144610000.610352,172000000,209850006.103516,214449996.948242,214990005.493164,..,..
American Samoa,ASM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,302209991.455078,282730010.986328,414029998.779297,493500000,1144569946.28906,414679992.675781,163520004.272461,219910003.662109,346589996.337891,218600006.103516,235169998.168945,192940002.441406,243610000.610352,285540008.544922,235389999.389648,380059997.558594,206509994.506836,223139999.389648,162639999.389648,20920000.0762939,111360000.610352,247160003.662109,97480003.3569336,..,..
Antigua and Barbuda,ATG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,9880000.11444092,8579999.92370605,13510000.2288818,5630000.11444092,1899999.97615814,8060000.4196167,3279999.97138977,4989999.77111816,6070000.17166138,4260000.22888184,19659999.8474121,15420000.0762939,2089999.91416931,1590000.0333786,2549999.95231628,1490000.00953674,180000.007152557,10300000.1907349,17600000.3814697,27450000.7629395,25940000.5340576,6139999.8664856,..,..,..
Arab World,ARB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,5082809939.8613,5475920011.28197,5307289940.83405,9084489860.53467,11674739841.4612,29295579914.093,17562190309.5245,19061669792.1753,22708910317.3614,14318619856.8642,12318010100.8415,13655589836.1206,15120080116.272,22498559654.2358,22269969970.7031,20726810295.105,27757370086.6699,30002789398.1934,33943020240.7837,30092379943.8477,32811099685.669,40139670440.6738,..,..,..
Argentina,ARG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,74559997.5585938,157639999.389648,98989997.8637695,117720001.220703,97339996.3378906,93870002.746582,114209999.084473,90230003.3569336,125019996.643066,116029998.779297,130309997.558594,97050003.0517578,177759994.506836,34729999.5422363,48790000.9155273,-18870000.8392334,2619999.88555908,-1169999.95708466,73220001.2207031,8890000.34332275,101730003.356934,155259994.506836,384070007.324219,..,..
Armenia,ARM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,215889999.389648,211470001.220703,295220001.220703,250399993.896484,256119995.117188,172619995.117188,215389999.389648,266109985.351563,227240005.493164,277100006.103516,320320007.324219,375989990.234375,270559997.558594,280359985.351563,267429992.675781,347480010.986328,326429992.675781,257540008.544922,141820007.324219,417299987.792969,126580001.831055,161949996.948242,300350006.103516,..,..
Aruba,ABW,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,11500000,-1700000.04768372,10489999.7711182,76220001.2207031,-11319999.6948242,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,140610000.610352,230910003.662109,350809997.558594,302029998.779297,175830001.831055,210399993.896484,203850006.103516,161320007.324219,184449996.948242,178139999.389648,156479995.727539,287769989.013672,286790008.544922,-70830001.8310547,216740005.493164,69580001.8310547,79430000.3051758,123529998.779297,87419998.1689453,119089996.337891,122879997.253418,9760000.22888184,47169998.1689453,..,..
"Bahamas, The",BHS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,5469999.79019165,7440000.05722046,4710000.03814697,3880000.11444092,4480000.01907349,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,60430000.3051758,70809997.5585938,61580001.8310547,131770004.272461,58220001.2207031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,976340026.855469,918450012.207031,807400024.414063,1301790039.0625,1421300048.82813,1251619995.11719,1027819946.28906,887989990.234375,1142310058.59375,978770019.53125,1327329956.05469,1437520019.53125,2154050048.82813,2633590087.89063,2422639892.57813,2592909912.10938,2532820068.35938,3781770019.53125,3044760009.76563,4381589843.75,5374779785.15625,5089109863.28125,5192790039.0625,..,..
Barbados,BRB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1799999.95231628,319999.992847443,4750000,21270000.4577637,30299999.2370605,-629999.995231628,-889999.985694885,18700000.7629395,9279999.73297119,11750000,15579999.9237061,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,35959999.0844727,40549999.2370605,39450000.7629395,45979999.5422363,49939998.626709,58009998.3215332,74760002.1362305,85430000.3051758,111139999.389648,98220001.2207031,136259994.506836,119800003.051758,102870002.746582,107139999.389648,120610000.610352,104580001.831055,-22309999.4659424,-250169998.168945,119169998.168945,211910003.662109,325859985.351563,139710006.713867,16309999.4659424,..,..
Belgium,BEL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,16149999.6185303,22489999.7711182,23280000.6866455,12680000.3051758,6699999.80926514,11720000.2670288,7730000.01907349,21280000.6866455,23370000.8392334,26239999.7711182,24200000.7629395,20989999.7711182,26209999.0844727,51270000.4577637,37560001.373291,28270000.4577637,34959999.0844727,34200000.7629395,33830001.8310547,35470001.2207031,69349998.4741211,77250000,20379999.1607666,..,..
Benin,BEN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,244770004.272461,280420013.427734,221539993.286133,301989990.234375,391790008.544922,349079986.572266,400309997.558594,413609985.351563,543330017.089844,587049987.792969,689270019.53125,672609985.351563,507880004.882813,660200012.207031,599320007.324219,436630004.882813,500760009.765625,680000000,574679992.675781,593159973.144531,1049569946.28906,849979980.46875,844369995.117188,..,..
Bermuda,BMU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,59999.9986588955,19999.9995529652,19999.9995529652,29999.9993294477,90000.0035762787,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,47099998.4741211,54610000.6103516,60020000.4577637,72860000.6103516,72129997.253418,78769996.6430664,92419998.1689453,59650001.5258789,68589996.3378906,70269996.6430664,97239997.8637695,118650001.525879,161649993.896484,136800003.051758,130639999.389648,97279998.7792969,51599998.4741211,118540000.915527,107919998.168945,178669998.168945,202740005.493164,127349998.474121,194440002.441406,..,..
Bolivia,BOL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,426079986.572266,675960021.972656,600330017.089844,762630004.882813,706659973.144531,542880004.882813,807599975.585938,424720001.220703,564390014.648438,579429992.675781,560270019.53125,545969970.703125,661719970.703125,702299987.792969,674559997.558594,791309997.558594,696510009.765625,949159973.144531,728869995.117188,708200012.207031,338970001.220703,506820007.324219,334109985.351563,..,..
Bosnia and Herzegovina,BIH,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,737929992.675781,640080017.089844,555780029.296875,541919982.910156,686090026.855469,539890014.648438,536840026.855469,550609985.351563,448480010.986328,398369995.117188,511179992.675781,625780029.296875,568020019.53125,521210021.972656,630200012.207031,356390014.648438,446119995.117188,440540008.544922,356070007.324219,460519989.013672,438649993.896484,564419982.910156,283899993.896484,..,..
Botswana,BWA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,30620000.8392334,28930000.3051758,37310001.373291,28059999.4659424,46610000.6103516,48270000.4577637,66610000.6103516,105550003.051758,723570007.324219,282820007.324219,154669998.168945,118500000,73069999.6948242,107370002.746582,99370002.746582,65540000.9155273,90569999.6948242,102089996.337891,85849998.4741211,67660003.6621094,78970001.2207031,96430000.3051758,89519996.6430664,..,..
Brazil,BRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,255679992.675781,252020004.272461,236410003.662109,229300003.051758,178279998.779297,217240005.493164,110199996.948242,328589996.337891,468630004.882813,374809997.558594,464779998.779297,840690002.441406,1288540039.0625,1155729980.46875,914150024.414063,1003190002.44141,674630004.882813,273869995.117188,444970001.220703,272500000,612539978.027344,1114540039.0625,577010009.765625,..,..
British Virgin Islands,VGB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,4840000.15258789,2059999.94277954,-79999.9982118607,-529999.971389771,-1220000.02861023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,629999.995231628,349999.994039536,-1820000.05245209,469999.998807907,769999.980926514,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bulgaria,BGR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,307140014.648438,345950012.207031,326809997.558594,419410003.662109,618369995.117188,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,179779998.779297,390940002.441406,440269989.013672,540840026.855469,647380004.882813,698190002.441406,900549987.792969,772260009.765625,821520019.53125,858599975.585938,1044619995.11719,981979980.46875,1152319946.28906,1045079956.05469,1123359985.35156,998390014.648438,1029479980.46875,892150024.414063,1187560058.59375,1107790039.0625,1731250000,1610540039.0625,1394810058.59375,..,..
Burundi,BDI,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,93309997.5585938,139250000,171910003.662109,227600006.103516,358820007.324219,365579986.572266,432019989.013672,396350006.103516,454890014.648438,514690002.441406,627609985.351563,572239990.234375,524169982.910156,558830017.089844,515400024.414063,366920013.427734,742640014.648438,435820007.324219,451420013.427734,554169982.910156,481299987.792969,608239990.234375,576590026.855469,..,..
Cabo Verde,CPV,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,94650001.5258789,78059997.5585938,92500000,145330001.831055,143779998.779297,162869995.117188,139110000.610352,145100006.103516,203649993.896484,196279998.779297,326980010.986328,251369995.117188,245639999.389648,245160003.662109,231389999.389648,153250000,115239997.86377,123010002.13623,84279998.7792969,151940002.441406,158149993.896484,145240005.493164,82540000.9155273,..,..
Cambodia,KHM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,345559997.558594,367000000,407290008.544922,443160003.662109,407019989.013672,452899993.896484,476350006.103516,583539978.027344,579250000,608309997.558594,681039978.027344,691950012.207031,807690002.441406,808210021.972656,802679992.675781,679039978.027344,728450012.207031,856260009.765625,783400024.414063,966440002.441406,1373729980.46875,1367050048.82813,1546939941.40625,..,..
Cameroon,CMR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,377160003.662109,458089996.337891,605739990.234375,885619995.117188,780739990.234375,416540008.544922,1716239990.23438,1897869995.11719,522450012.207031,596159973.144531,540229980.46875,612080017.089844,597159973.144531,751960021.972656,856119995.117188,664159973.144531,756590026.855469,1216800048.82813,1165349975.58594,1297489990.23438,1400569946.28906,1140959960.9375,1177569946.28906,..,..
Canada,CAN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,197860003.471375,244780000.030994,230720001.69754,164960000.604391,288579994.484783,299590001.702309,330789992.928505,459759999.752045,501199993.610381,619740011.215211,547880008.69751,364670004.844665,301819994.688034,353049994.34948,395360001.325608,200019999.742508,190039995.849133,229609999.656677,355490000.724793,505739999.771118,549110000.610352,681949996.948242,..,..,..
Cayman Islands,CYM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,-3599999.90463257,-779999.971389771,-1850000.02384186,-1429999.94754791,389999.985694885,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,75900001.5258789,76209999.0844727,60009998.3215332,51500000,110059997.558594,88970001.2207031,133589996.337891,179270004.272461,245649993.896484,212360000.610352,260980010.986328,268769989.013672,228020004.272461,202820007.324219,611000000,486920013.427734,506760009.765625,511980010.986328,641049987.792969,676419982.910156,832700012.207031,659270019.53125,683059997.558594,..,..
Central Europe and the Baltics,CEB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,3312410030.36499,3387929992.67578,2539330001.83105,3621069999.69483,4593440048.21778,123459999.084473,196509994.506836,162910003.662109,241059997.558594,168830001.831055,131550003.051758,280000.001192093,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,131330001.831055,188600006.103516,229250000,251990005.493164,332079986.572266,386440002.441406,290730010.986328,342609985.351563,470950012.207031,553750000,490160003.662109,457660003.662109,475130004.882813,459339996.337891,391929992.675781,606469970.703125,624460021.972656,648979980.46875,875299987.792969,641919982.910156,1037589965.82031,730440002.441406,694119995.117188,..,..
Channel Islands,CHI,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,50540000.9155273,55860000.6103516,-7070000.17166138,80330001.8310547,54110000.6103516,170750000,98889999.3896484,106949996.948242,103620002.746582,76650001.5258789,181910003.662109,161199996.948242,128080001.831055,80559997.5585938,245580001.831055,54330001.8310547,178440002.441406,70309997.5585938,..,..,..,1350000.02384186,..,..,..
China,CHN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1749020019.53125,1497660034.17969,1511520019.53125,1361550048.82813,1709949951.17188,1798339965.82031,1268520019.53125,1714510009.76563,1749949951.17188,1471119995.11719,671890014.648438,-603609985.351563,-180529998.779297,-656549987.792969,-947070007.324219,-306290008.544922,-791429992.675781,-989940002.441406,-705270019.53125,-608580017.089844,-572500000,-564140014.648438,-282320007.324219,..,..
Colombia,COL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,202369995.117188,399920013.427734,458260009.765625,816000000,536030029.296875,643070007.324219,1004739990.23438,742479980.46875,980000000,1059910034.17969,673090026.855469,1013590026.85547,764219970.703125,857479980.46875,1224170043.94531,1355920043.94531,1106489990.23438,850369995.117188,1780949951.17188,873690002.441406,1869359985.35156,1916930053.71094,1883310058.59375,..,..
Comoros,COM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,19309999.4659424,27670000.0762939,27579999.9237061,24610000.6103516,25879999.1607666,23139999.3896484,32000000,42549999.2370605,41979999.5422363,51159999.8474121,69910003.6621094,55349998.4741211,101610000.610352,81230003.3569336,74949996.9482422,65830001.8310547,53740001.6784668,67220001.2207031,90930000.3051758,73529998.7792969,132179992.675781,153639999.389648,137279998.779297,..,..
"Congo, Dem. Rep.",COD,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,178440002.441406,246639999.389648,1176170043.94531,5417029785.15625,1919150024.41406,1881800048.82813,2197239990.23438,1128010009.76563,1476130004.88281,1960719970.70313,3483649902.34375,5526459960.9375,2846120117.1875,2584000000,2400020019.53125,2599149902.34375,2102260009.76563,2292399902.34375,2513899902.34375,2809199951.17188,3382530029.29688,3610189941.40625,3249770019.53125,..,..
"Congo, Rep.",COG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,32150001.5258789,73889999.3896484,57130001.0681152,69279998.7792969,115809997.558594,1425550048.82813,258299987.792969,101089996.337891,467720001.220703,272440002.441406,1315089965.82031,261239990.234375,140130004.882813,150970001.220703,106180000.305176,88800003.0517578,86959999.0844727,106940002.441406,146550003.051758,176669998.168945,215729995.727539,204020004.272461,707530029.296875,..,..
Costa Rica,CRI,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,25459999.0844727,14270000.4577637,13239999.7711182,40009998.3215332,25760000.2288818,32610000.6103516,31860000.6103516,64580001.8310547,77300003.0517578,112779998.779297,101129997.253418,35549999.2370605,28459999.0844727,32819999.6948242,54549999.2370605,111300003.051758,100720001.220703,99260002.1362305,99430000.3051758,55869998.9318848,208500000,79309997.5585938,639890014.648438,..,..
Cote d'Ivoire,CIV,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,350920013.427734,186080001.831055,1067500000,253699996.948242,160710006.713867,91279998.7792969,247139999.389648,186860000.610352,390350006.103516,2217520019.53125,845309997.558594,1437709960.9375,2908330078.125,1273439941.40625,925039978.027344,651770019.53125,615780029.296875,829150024.414063,960070007.324219,1173609985.35156,1562640014.64844,1576310058.59375,1974449951.17188,..,..
Croatia,HRV,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,65510002.1362305,112129997.253418,130600006.103516,120400001.525879,119660003.662109,123459999.084473,196509994.506836,162910003.662109,241059997.558594,168830001.831055,131550003.051758,280000.001192093,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,45069999.6948242,54650001.5258789,62110000.6103516,76540000.9155273,99470001.2207031,90139999.3896484,82209999.0844727,96550003.0517578,125510002.13623,112550003.051758,132449996.948242,87279998.7792969,85760002.1362305,99449996.9482422,261540008.544922,557960021.972656,2698110107.42188,734719970.703125,749780029.296875,497140014.648438,529109985.351563,152399993.896484,137490005.493164,..,..
Curacao,CUW,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,54400001.5258789,49700000.7629395,34250000,14390000.3433228,59860000.6103516,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czechia,CZE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,437369995.117188,313779998.779297,159770004.272461,263269989.013672,278660003.662109,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,72239997.8637695,59400001.5258789,74099998.4741211,79260002.1362305,64330001.8310547,74169998.1689453,115379997.253418,101989997.86377,132740005.493164,156860000.610352,132029998.779297,141399993.896484,148460006.713867,149250000,166110000.610352,173389999.389648,185350006.103516,142610000.610352,179220001.220703,262480010.986328,259320007.324219,175940002.441406,59169998.1689453,..,..
Dominica,DMA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,15279999.7329712,19690000.5340576,29600000.3814697,10970000.2670288,29399999.6185303,21110000.6103516,19659999.8474121,17569999.6948242,20969999.3133545,35080001.8310547,32450000.7629395,24440000.5340576,25680000.3051758,20079999.9237061,16290000.9155273,11710000.038147,8569999.69482422,19219999.3133545,26940000.5340576,51389999.3896484,64319999.6948242,79069999.6948242,59520000.4577637,..,..
Dominican Republic,DOM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,61299999.2370605,117290000.915527,161020004.272461,85709999.0844727,104110000.610352,95000000,75000000,145289993.286133,178000000,140300003.051758,193809997.558594,242619995.117188,260119995.117188,146910003.662109,166210006.713867,279959991.455078,176699996.948242,117709999.084473,89300003.0517578,130919998.168945,374450012.207031,448420013.427734,367000000,..,..
Early-demographic dividend,EAR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,17243230071.0678,19376930082.3212,19856429999.8284,20623490048.4085,20893070011.1389,23587419960.9757,23083769884.5863,24696609859.4665,30483740059.793,32462730265.6472,34977840034.008,37706159850.1206,36020020087.2421,48296170206.07,46261430172.9202,45448790090.5609,51014930726.0514,53245169416.7853,58034579896.9269,53835359948.1583,63352999917.9841,66938980470.6574,..,..,..
East Asia & Pacific,EAS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,8813160100.34084,7670310080.02162,7676680060.02903,7332029943.5556,7763009976.02195,9265909940.24277,7555189963.34076,8339119774.81842,8444590152.26364,9501000046.73004,9439890192.5087,7499870029.44946,8868360128.40271,12010670212.7457,9495230051.99432,8525499851.58443,7720130126.95313,8414689969.53964,8280039897.9187,7119960081.33888,12714009916.7824,10515909809.1125,..,..,..
East Asia & Pacific (excluding high income),EAP,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,8242370089.76936,7084490101.57585,6999100062.3703,6797159977.43607,6698899950.02747,9265909940.24277,7555189963.34076,8339119774.81842,8444590152.26364,9501000046.73004,9439890192.5087,7499870029.44946,8868360128.40271,12010670212.7457,9495230051.99432,8525499851.58443,7720130126.95313,8414689969.53964,8280039897.9187,7119960081.33888,12714009916.7824,10515909809.1125,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,7946010089.39743,6799360099.79248,6564070068.35938,6394419982.43332,6153709942.8177,8529419942.85583,7037449972.15272,7733009768.48603,7481530153.27454,8871530036.92628,8729360179.4243,6583340042.11426,8085950115.20386,11180440219.8792,8651560068.13049,7703729875.92221,6993940140.72419,7501439985.27527,7467159894.94324,6185010067.22451,11676939917.0876,9137949837.68464,..,..,..
Ecuador,ECU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,155169998.168945,171250000,233520004.272461,202830001.831055,184350006.103516,257799987.792969,213869995.117188,231179992.675781,249550003.051758,224690002.441406,168529998.779297,181300003.051758,148059997.558594,150520004.272461,165050003.051758,318160003.662109,243710006.713867,211110000.610352,404079986.572266,506850006.103516,343750000,300779998.779297,376179992.675781,..,..
"Egypt, Arab Rep.",EGY,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1370829956.05469,1300390014.64844,1308729980.46875,1017179992.67578,1502839965.82031,1046310058.59375,909030029.296875,1171989990.23438,1739439941.40625,976830017.089844,599159973.144531,423730010.986328,1813430053.71094,5512509765.625,3537600097.65625,2524530029.29688,2437350097.65625,33110000.6103516,2080899902.34375,1706400024.41406,1561760009.76563,7941390136.71875,5817100097.65625,..,..
El Salvador,SLV,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,192449996.948242,252949996.948242,249460006.713867,211419998.168945,237339996.337891,218490005.493164,178240005.493164,108370002.746582,244149993.896484,293260009.765625,302420013.427734,297390014.648438,219910003.662109,169139999.389648,98069999.6948242,89699996.9482422,128970001.220703,151619995.117188,253460006.713867,302950012.207031,342769989.013672,213240005.493164,707969970.703125,..,..
Equatorial Guinea,GNQ,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,21270000.4577637,13239999.7711182,20149999.6185303,20930000.3051758,29149999.6185303,38130001.0681152,26209999.0844727,32970001.2207031,33630001.0681152,33509998.3215332,85069999.6948242,24549999.2370605,14449999.8092651,4630000.11444092,519999.980926514,7489999.77111816,6920000.07629395,6929999.82833862,6719999.79019165,62750000,6090000.15258789,12770000.4577637,11180000.3051758,..,..
Eritrea,ERI,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,178020004.272461,284700012.207031,226669998.168945,316959991.455078,263519989.013672,349739990.234375,126190002.441406,126669998.168945,115819999.694824,136600006.103516,162309997.558594,133410003.662109,135960006.713867,81309997.5585938,84190002.4414063,93919998.1689453,66819999.6948242,79190002.4414063,84239997.8637695,265950012.207031,61310001.373291,43950000.7629395,54709999.0844727,..,..
Estonia,EST,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,63830001.8310547,68500000,54409999.8474121,84300003.0517578,135429992.675781,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,13130000.1144409,29149999.6185303,22159999.8474121,34189998.626709,21920000.0762939,46709999.0844727,34779998.7792969,50919998.1689453,70260002.1362305,56020000.4577637,91139999.3896484,124089996.337891,89620002.746582,117790000.915527,86370002.746582,92629997.253418,147639999.389648,147610000.610352,121309997.558594,70529998.7792969,105379997.253418,125029998.779297,96620002.746582,..,..
Ethiopia,ETH,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,687799987.792969,1103599975.58594,1324739990.23438,1621160034.17969,1830300048.82813,1929119995.11719,2034550048.82813,2227600097.65625,2770139892.57813,2785310058.59375,3455159912.10938,3495889892.57813,3243290039.0625,3885540039.0625,3583959960.9375,3238889892.57813,4084370117.1875,4124750000,4940959960.9375,4676649902.34375,5305140136.71875,4070649902.34375,4925600097.65625,..,..
Euro area,EMU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,501679998.397828,644909987.688065,512519995.689391,810130004.882814,909679990.291596,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
